_id,全国地方公共団体コード,ID,名称,名称_カナ,名称_英字,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,標高,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,市区町村コード,地方公共団体名,災害種別_洪水,災害種別_崖崩れ、土石流及び地滑り,災害種別_高潮,災害種別_地震,災害種別_津波,災害種別_大規模な火事,災害種別_内水氾濫,災害種別_火山現象,指定避難所との重複,想定収容人数,対象となる町会・自治会,URL,画像,画像_ライセンス,備考
2608,172014,AA0000001367,木曳野小学校（指定避難場所）,キビキノショウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市木曳野1-1,石川県,金沢市,"","","",36.597812,136.603864,2.3,076-268-7332,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2373人,"","","","",洪水時２階以上使用可
2609,172014,AA0000001368,藤江北中央公園（指定避難場所）,フジエキタチュウオウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市藤江北2-337,石川県,金沢市,"","","",36.589613,136.622187,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2610,172014,AA0000001369,藤江北やすらぎ公園（指定避難場所）,フジエキタヤスラギコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市藤江北4-446,石川県,金沢市,"","","",36.591961,136.619877,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2611,172014,AA0000001370,松村第２公園（指定避難場所）,マツムラダイ２コウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市松村2-29,石川県,金沢市,"","","",36.585716,136.614206,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2612,172014,AA0000001371,畝田町児童公園（指定避難場所）,ウネダマチジドウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市畝田東2-7,石川県,金沢市,"","","",36.595316,136.614081,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2613,172014,AA0000001372,金沢西高等学校（指定避難場所）,カナザワニシコウトウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市畝田東3-526,石川県,金沢市,"","","",36.596728,136.617904,2.6,076-268-4321,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,257人,"","","","",洪水時２階以上使用可
2614,172014,AA0000001373,市立工業高等学校（指定避難場所）,シリツコウギョウコウトウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市畝田東1-1-1,石川県,金沢市,"","","",36.592484,136.615654,4,076-267-3101,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,753人,"","","","",洪水時２階以上使用可
2615,172014,AA0000001374,大徳小学校（指定避難場所）,ダイトクショウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市松村6-200,石川県,金沢市,"","","",36.591196,136.61002,2.9,076-267-0564,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2634人,"","","","",洪水時２階以上使用可
2616,172014,AA0000001375,上安原中央公園（指定避難場所）,カミヤスハラチュウオウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市上安原1-262,石川県,金沢市,"","","",36.565345,136.590491,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2617,172014,AA0000001376,福増ゆめ公園（指定避難場所）,フクマスユメコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市福増町南1310,石川県,金沢市,"","","",36.561182,136.581092,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2618,172014,AA0000001377,福増あじさい公園（指定避難場所）,フクマスアジサイコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市福増町南1309,石川県,金沢市,"","","",36.562854,136.581809,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2619,172014,AA0000001378,打木町くろまつ公園（指定避難場所）,ウツギマチクロマツコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市打木町東1452,石川県,金沢市,"","","",36.568203,136.569794,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2620,172014,AA0000001379,打木町東児童公園（指定避難場所）,ウツギマチヒガシジドウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市打木町東1301,石川県,金沢市,"","","",36.569134,136.572498,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2621,172014,AA0000001380,みどり第２児童公園（指定避難場所）,ミドリダイ２ジドウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市みどり1-172,石川県,金沢市,"","","",36.568723,136.590421,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2622,172014,AA0000001381,みどり庭園公園（指定避難場所）,ミドリテイエンコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市みどり3-22,石川県,金沢市,"","","",36.567626,136.583898,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2623,172014,AA0000001382,みどり中央公園（指定避難場所）,ミドリチュウオウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市みどり2-58-1,石川県,金沢市,"","","",36.56772295,136.5847993,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2624,172014,AA0000001383,安原中央公園（指定避難場所）,ヤスハラチュウオウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市福増町北744,石川県,金沢市,"","","",36.565814,136.577187,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2625,172014,AA0000001384,安原スポーツ広場（指定避難場所）,ヤスハラスポーツヒロバ（シテイヒナンバショ）,"",172014,"",石川県金沢市下安原町東1127,石川県,金沢市,"","","",36.570058,136.573433,"",076-240-2098,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2626,172014,AA0000001385,安原公民館（指定避難場所）,ヤスハラコウミンカン（シテイヒナンバショ）,"",172014,"",石川県金沢市福増町北1067,石川県,金沢市,"","","",36.567918,136.580305,4.1,076-249-2282,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,210人,"","","","",洪水時２階以上使用可
2627,172014,AA0000001386,金沢龍谷高等学校（指定避難場所）,カナザワリュウコクコウトウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市上安原町169-1,石川県,金沢市,"","","",36.56595647,136.586194,4.5,076-240-7777,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","",1,379人,"","","","",""
2628,172014,AA0000001387,緑中学校（指定避難場所）,ミドリチュウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市みどり2-3,石川県,金沢市,"","","",36.570274,136.584338,4.6,076-240-2151,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","",1,3151人,"","","","",""
2629,172014,AA0000001388,安原小学校（指定避難場所）,ヤスハラショウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市福増町北1087,石川県,金沢市,"","","",36.566952,136.579397,4.3,076-249-4471,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2266人,"","","","",洪水時２階以上使用可
2630,172014,AA0000001389,加賀友禅染色団地公園（指定避難場所）,カガユウゼンセンショクダンチコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市専光寺町ニ172,石川県,金沢市,"","","",36.5829,136.586688,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2631,172014,AA0000001390,専光寺五本松公園（指定避難場所）,センコウジゴホンマツコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市専光寺町そ94,石川県,金沢市,"","","",36.582069,136.580521,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2632,172014,AA0000001391,西部緑地公園（指定避難場所）,セイブリョクチコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市袋畠町南193,石川県,金沢市,"","","",36.574707,136.602598,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2633,172014,AA0000001392,松島町西公園（指定避難場所）,マツシママチニシコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市松島3-179,石川県,金沢市,"","","",36.566532,136.601472,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2634,172014,AA0000001393,古府徳代公園（指定避難場所）,コフトクダイコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市古府2-4,石川県,金沢市,"","","",36.566639,136.609468,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2635,172014,AA0000001394,古府中央公園（指定避難場所）,コフチュウオウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市古府3-95,石川県,金沢市,"","","",36.57098,136.607759,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2636,172014,AA0000001395,松島町中央公園（指定避難場所）,マツシママチチュウオウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市松島2-165,石川県,金沢市,"","","",36.564237,136.60196,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2637,172014,AA0000001396,健民海浜公園（指定避難場所）,ケンタミカイヒンコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市普正寺町11-1-1,石川県,金沢市,"","","",36.593358,136.582986,"",076-267-2266,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2638,172014,AA0000001397,専光寺ソフトボール場（指定避難場所）,センコウジソフトボールジョウ（シテイヒナンバショ）,"",172014,"",石川県金沢市専光寺町レ3-5,石川県,金沢市,"","","",36.586264,136.579016,"",076-268-7090,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2639,172014,AA0000001398,二塚公民館（指定避難場所）,フタツカコウミンカン（シテイヒナンバショ）,"",172014,"",石川県金沢市北塚町西98,石川県,金沢市,"","","",36.572815,136.597162,5,076-249-3474,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,110人,"","","","",洪水時２階以上使用可
2640,172014,AA0000001399,緑小学校（指定避難場所）,ミドリショウガッコウ（シテイヒナンバショ）,"",172014,"",石川県金沢市みどり1-166,石川県,金沢市,"","","",36.570126,136.590808,4.5,076-249-0100,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2589人,"","","","",洪水時２階以上使用可
2641,172014,AA0000001400,西念町第２公園（指定避難場所）,サイネンマチダイ２コウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市西念2-3101,石川県,金沢市,"","","",36.587019,136.641398,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2642,172014,AA0000001401,西念町児童公園（指定避難場所）,サイネンマチジドウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市西念3-701,石川県,金沢市,"","","",36.587554,136.636842,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2643,172014,AA0000001402,南新保第２児童公園（指定避難場所）,ミナミシンボダイ２ジドウコウエン（シテイヒナンバショ）,"",172014,"",石川県金沢市駅西新町2-1101,石川県,金沢市,"","","",36.594693,136.639313,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2644,172014,AA0000001403,姉妹都市公園（指定避難場所）,シマイトシコウエン（シテイヒナンバショ）,"",172014,"",金沢市駅西新町3-1001,石川県,金沢市,"","","",36.591791,136.635174,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2645,172014,AA0000001404,西公民館（指定避難場所）,ニシコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市西念2-34-9,石川県,金沢市,"","","",36.586902,136.640583,5.3,076-262-6716,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,143人,"","","","",洪水時２階以上使用可
2646,172014,AA0000001405,西小学校（指定避難場所）,ニシショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市駅西新町3-15-1,石川県,金沢市,"","","",36.592157,136.636518,4.8,076-263-5338,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,1945人,"","","","",洪水時２階以上使用可
2647,172014,AA0000001406,西都ゆめみどり公園（指定避難場所）,セイトユメミドリコウエン（シテイヒナンバショ）,"",172014,"",金沢市西都2-15,石川県,金沢市,"","","",36.589968,136.626399,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2648,172014,AA0000001407,駅西第４児童公園（指定避難場所）,エキニシダイ４ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市駅西本町３-406,石川県,金沢市,"","","",36.582982,136.636137,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2649,172014,AA0000001408,桜田中央公園（指定避難場所）,サクラダチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市桜田町1-116,石川県,金沢市,"","","",36.579342,136.620191,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2650,172014,AA0000001409,北町児童公園（指定避難場所）,キタマチジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市駅西本町6-403,石川県,金沢市,"","","",36.585438,136.626571,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2651,172014,AA0000001410,出雲中央公園（指定避難場所）,イズモチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市出雲町イ418,石川県,金沢市,"","","",36.576275,136.624909,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2652,172014,AA0000001411,桜田南児童公園（指定避難場所）,サクラダミナミジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市桜田町2-65,石川県,金沢市,"","","",36.576876,136.621285,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2653,172014,AA0000001412,大豆田公園（指定避難場所）,マメダコウエン（シテイヒナンバショ）,"",172014,"",金沢市大豆田本町甲535,石川県,金沢市,"","","",36.572884,136.6329,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2654,172014,AA0000001413,示野中青島公園（指定避難場所）,シメノナカアオシマコウエン（シテイヒナンバショ）,"",172014,"",金沢市示野中町2-114,石川県,金沢市,"","","",36.575542,136.615693,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2655,172014,AA0000001414,示野中中央公園（指定避難場所）,シメノナカチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市示野中町1-40,石川県,金沢市,"","","",36.577935,136.617135,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2656,172014,AA0000001415,若宮中央公園（指定避難場所）,ワカミヤチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市若宮2-29,石川県,金沢市,"","","",36.575211,136.631083,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2657,172014,AA0000001416,示野町児童公園（指定避難場所）,シメノマチジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市示野町西26,石川県,金沢市,"","","",36.58144199,136.6072695,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2658,172014,AA0000001417,戸板公民館（指定避難場所）,トイタコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市戸板1-2,石川県,金沢市,"","","",36.57987613,136.6225111,7,076-231-5830,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,130人,"","","","",洪水時２階以上使用可
2659,172014,AA0000001418,長田中学校（指定避難場所）,ナガタチュウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市二宮町1-1,石川県,金沢市,"","","",36.585149,136.62912,6.4,076-231-0035,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,3451人,"","","","",洪水時２階以上使用可
2660,172014,AA0000001419,戸板小学校（指定避難場所）,トイタショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市戸板1-1,石川県,金沢市,"","","",36.57923,136.622833,6.6,076-231-5485,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,3032人,"","","","",洪水時２階以上使用可
2661,172014,AA0000001420,長田２丁目ひまわり公園（指定避難場所）,ナガタ２チョウメヒマワリコウエン（シテイヒナンバショ）,"",172014,"",金沢市長田2-9,石川県,金沢市,"","","",36.574896,136.640104,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2662,172014,AA0000001421,駅西第３児童公園（指定避難場所）,エキニシダイ３ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市駅西本町1-904,石川県,金沢市,"","","",36.57988,136.639932,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2663,172014,AA0000001422,駅西中央公園（指定避難場所）,エキニシチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市西念1-1101,石川県,金沢市,"","","",36.582693,136.643572,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2664,172014,AA0000001423,駅西第１児童公園（指定避難場所）,エキニシダイ１ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市広岡2-802,石川県,金沢市,"","","",36.578521,136.643274,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2665,172014,AA0000001424,長田町公民館（指定避難場所）,ナガタマチコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市長田1-5-50,石川県,金沢市,"","","",36.575882,136.642986,9.4,076-263-3900,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,133人,"","","","",洪水時２階以上使用可
2666,172014,AA0000001425,長田町小学校（指定避難場所）,ナガタマチショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市長田1-5-40,石川県,金沢市,"","","",36.575357,136.6421,9.3,076-231-7221,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2096人,"","","","",洪水時２階以上使用可
2667,172014,AA0000001426,額新町２丁目緑地（指定避難場所）,ヌカシンマチ２チョウメリョクチ（シテイヒナンバショ）,"",172014,"",金沢市額新町2-49,石川県,金沢市,"","","",36.51631,136.619923,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2668,172014,AA0000001427,額新町１丁目緑地（指定避難場所）,ヌカシンマチ１チョウメリョクチ（シテイヒナンバショ）,"",172014,"",金沢市額新町1-183,石川県,金沢市,"","","",36.520147,136.621827,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2669,172014,AA0000001428,光が丘１丁目児童公園（指定避難場所）,ヒカリガオカ１チョウメジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市光が丘1-67,石川県,金沢市,"","","",36.52077,136.625724,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2670,172014,AA0000001429,高尾南ゆうあい公園（指定避難場所）,タカオミナミユウアイコウエン（シテイヒナンバショ）,"",172014,"",金沢市高尾南2-119,石川県,金沢市,"","","",36.517324,136.630939,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2671,172014,AA0000001430,馬替児童公園（指定避難場所）,マガエジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市馬替2-39-1,石川県,金沢市,"","","",36.523355,136.622348,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2672,172014,AA0000001431,城谷公園（指定避難場所）,シロタニコウエン（シテイヒナンバショ）,"",172014,"",金沢市高尾台4-57,石川県,金沢市,"","","",36.523307,136.627063,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2673,172014,AA0000001432,高尾第３児童公園（指定避難場所）,タカオダイ３ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市高尾南1-165,石川県,金沢市,"","","",36.515297,136.634318,"","","","","","","",172014,石川県金沢市,"","","",1,1,"","","","","","","","","",""
2674,172014,AA0000001433,あすなろ公園（指定避難場所）,アスナロコウエン（シテイヒナンバショ）,"",172014,"",金沢市額新町1-26,石川県,金沢市,"","","",36.518021,136.620199,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2675,172014,AA0000001434,額新町第３児童公園（指定避難場所）,ヌカシンマチダイ３ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市額新町2-77-1,石川県,金沢市,"","","",36.517222,136.620341,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2676,172014,AA0000001435,額新町第２公園（指定避難場所）,ヌカシンマチダイ２コウエン（シテイヒナンバショ）,"",172014,"",金沢市額新町1-218-1,石川県,金沢市,"","","",36.519082,136.623734,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2677,172014,AA0000001436,扇台公民館（指定避難場所）,オウギダイコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市馬替1-29-1,石川県,金沢市,"","","",36.522124,136.624092,25.1,076-296-8585,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","",1,156人,"","","","",""
2678,172014,AA0000001437,扇台小学校（指定避難場所）,オウギダイショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市馬替1-34,石川県,金沢市,"","","",36.523109,136.624957,24.9,076-298-2711,"","","","","",172014,石川県金沢市,"",1,"",1,1,"","","",1,2550人,"","","","",""
2679,172014,AA0000001438,三十苅児童公園（指定避難場所）,サンジュウガリジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市三十苅町丙184,石川県,金沢市,"","","",36.508149,136.619022,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2680,172014,AA0000001439,三十苅中央公園（指定避難場所）,サンジュウガリチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市三十苅町丁154,石川県,金沢市,"","","",36.507467,136.615258,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2681,172014,AA0000001440,中四十万児童公園（指定避難場所）,ナカシジマジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市四十万町リ407,石川県,金沢市,"","","",36.499878,136.621138,"","","","","","","",172014,石川県金沢市,"","","",1,1,"","","","","","","","","",""
2682,172014,AA0000001441,四十万あいぞめ公園（指定避難場所）,シジマアイゾメコウエン（シテイヒナンバショ）,"",172014,"",金沢市南四十万1-221,石川県,金沢市,"","","",36.497739,136.619378,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2683,172014,AA0000001442,四十万中央公園（指定避難場所）,シジマチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市四十万3-185,石川県,金沢市,"","","",36.503418,136.618273,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2684,172014,AA0000001443,四十万小学校（指定避難場所）,シジマショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市四十万3-186,石川県,金沢市,"","","",36.50322,136.617619,41,076-298-3015,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2492人,"","","","",洪水時２階以上使用可
2685,172014,AA0000001444,額谷運動広場（指定避難場所）,ヌカダニウンドウヒロバ（シテイヒナンバショ）,"",172014,"",金沢市額谷町ホ2-3,石川県,金沢市,"","","",36.509214,136.629431,"","","","","","","",172014,石川県金沢市,"","","",1,1,"","","","","","","","","",""
2686,172014,AA0000001445,光が丘３丁目児童公園（指定避難場所）,ヒカリガオカ３チョウメジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市光が丘3-19,石川県,金沢市,"","","",36.513111,136.627245,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2687,172014,AA0000001446,額谷第１児童公園（指定避難場所）,ヌカダニダイ１ジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市額谷2-49,石川県,金沢市,"","","",36.508636,136.626197,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2688,172014,AA0000001447,額乙丸児童公園（指定避難場所）,ヌカオトマルジドウコウエン（シテイヒナンバショ）,"",172014,"",金沢市額乙丸町ハ151,石川県,金沢市,"","","",36.51061922,136.6180694,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2689,172014,AA0000001448,大額２丁目公園（指定避難場所）,オオヌカ２チョウメコウエン（シテイヒナンバショ）,"",172014,"",金沢市大額2-132,石川県,金沢市,"","","",36.516795,136.62407,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2690,172014,AA0000001449,大額１丁目公園（指定避難場所）,オオヌカ１チョウメコウエン（シテイヒナンバショ）,"",172014,"",金沢市大額1-378,石川県,金沢市,"","","",36.514228,136.618633,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2691,172014,AA0000001450,額せせらぎ公園（指定避難場所）,ヌカセセラギコウエン（シテイヒナンバショ）,"",172014,"",金沢市額谷1-1,石川県,金沢市,"","","",36.511973,136.625499,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2692,172014,AA0000001451,額谷ふれあい公園（指定避難場所）,ヌカダニフレアイコウエン（シテイヒナンバショ）,"",172014,"",金沢市額谷町ヌ16,石川県,金沢市,"","","",36.509214,136.629431,"","","","","","","",172014,石川県金沢市,"","","",1,1,"","","","","","","","","",""
2693,172014,AA0000001452,額新保中央公園（指定避難場所）,ヌカシンボチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市額新保2-350,石川県,金沢市,"","","",36.516375,136.616278,"","","","","","","",172014,石川県金沢市,"",1,"",1,1,"","","","","","","","","",""
2694,172014,AA0000001453,光が丘中央公園（指定避難場所）,ヒカリガオカチュウオウコウエン（シテイヒナンバショ）,"",172014,"",金沢市光が丘2-105,石川県,金沢市,"","","",36.516261,136.627956,"","","","","","","",172014,石川県金沢市,1,1,"",1,1,"","","","","","","","","",""
2695,172014,AA0000001454,鶴寿園（指定避難場所）,カクジュエン（シテイヒナンバショ）,"",172014,"",金沢市額谷町ヌ1,石川県,金沢市,"","","",36.50983,136.629437,55.2,076-298-9355,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,553人,"","","","",""
2696,172014,AA0000001455,額谷ふれあい体育館（指定避難場所）,ヌカダニフレアイタイイクカン（シテイヒナンバショ）,"",172014,"",金沢市額谷町ヌ16,石川県,金沢市,"","","",36.509438,136.629925,50.7,076-296-1123,"","","","","",172014,石川県金沢市,1,"","",1,1,"","","",1,776人,"","","","",""
2697,172014,AA0000001456,額公民館（指定避難場所）,ヌカコウミンカン（シテイヒナンバショ）,"",172014,"",金沢市額谷3-1-1,石川県,金沢市,"","","",36.510864,136.624167,36.5,076-296-1515,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,135人,"","","","",""
2698,172014,AA0000001457,額中学校（指定避難場所）,ヌカチュウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市額乙丸町イ7,石川県,金沢市,"","","",36.511025,136.623219,35,076-298-3520,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,3250人,"","","","",洪水時２階以上使用可
2699,172014,AA0000001458,額小学校（指定避難場所）,ヌカショウガッコウ（シテイヒナンバショ）,"",172014,"",金沢市額乙丸町イ41,石川県,金沢市,"","","",36.51049,136.621857,34.9,076-298-0167,"","","","","",172014,石川県金沢市,1,1,"",1,1,"","","",1,2374人,"","","","",洪水時２階以上使用可
2700,172014,AA0000001459,的場公園（指定避難場所）,マトバコウエン（シテイヒナンバショ）,"",172014,"",金沢市高尾台1-354,石川県,金沢市,"","","",36.522182,136.636443,"","","","","","","",172014,石川県金沢市,"","","",1,1,"","","","","","","","","",""
